# sample_cap: 1000
# time_cap: 300 sec
# seed: 0
# axis_num, mean_time, error_scale
159 1.430013310341608 64.51550432527796
167 1.4868096538109354 41.87790914880142
175 1.5405701832893568 34.7670094997071
183 1.5964802262630868 30.66752472682537
191 1.649329805112147 27.84432303832673
199 1.1932045438932994 25.791854757108098
207 1.2206970162507964 24.260963733318558
215 1.2131018138700915 22.980049172021864
223 1.4034376857436706 21.840042075459063
231 1.1506243071793596 20.89037286737701
239 1.1751427603885531 20.021489197033294
247 1.5088381887081281 19.309023898450818
255 1.505613042116165 18.66762484777367
263 2.1682365060710223 18.08934325913031
271 2.244425818101684 17.560890884062797
279 1.55472630540324 17.019538586860286
287 1.427596049286178 16.586261066918937
295 1.8144313800765808 16.22488262127546
303 236.65194034576416 15.88802868709106
311 724.8139226436615 15.554154587205868
319 1.5974209645655766 15.112354005110173
327 1.506940735578537 14.807578744574963
335 1.5179606676101685 14.511838336669928
343 1.6257053594331483 14.232490244259978
351 1.5950210157525602 13.980202140385535
359 1.631096125944801 13.714802533585708
367 2.0278572037413314 13.515336638064262
375 17.20986006177705 13.31508264518663
383 1.5374736907530804 13.057815002988015
391 1.5729807509177642 12.868844944933823
399 1.5870178586558292 12.685263986797768
407 1.6679673777686226 12.495512217341904
415 1.6513067824499947 12.324119876792116
423 1.6730395529005262 12.165794613906392
431 1.696302843632671 11.985382841936973
439 1.798776433853332 11.837163883687372
447 1.7767582983660275 11.687526892858719
455 3.166466376491796 11.531241021015386
463 57.18197103341421 11.46216125747397
471 70.98531384901567 11.300925892180345
479 3.463661837851864 11.168373967873572
487 1.6513152148697403 11.020809028814906
495 1.6650536455502167 10.899846152260322
503 1.6875743249828896 10.787395651158294
511 1.718508814402989 10.667910206766349
519 1.738751915837988 10.565593820744096
527 1.7623276766280682 10.46025880801431
535 1.787521847656795 10.358137200047523
543 1.882138654589653 10.239592156003711
551 1.8365414128070925 10.167154011341358
559 1.8757528829278414 10.069723207840555
# total runtime: 18122.403177022934
