# sample_cap: 1000
# time_cap: 300 sec
# seed: 0
# axis_num, mean_time, error_scale
59 0.07157514214515687 27.042965221186062
62 0.08296392130851746 19.0249571349754
65 0.08396169781684876 16.83821147821636
68 0.08689656734466553 15.107502811939149
71 0.0903192961215973 13.962044995820689
74 0.09211450576782226 12.801204535842285
77 0.09377039504051209 12.157542383599564
80 0.09689905500411987 11.547869682816883
83 0.10040726542472839 10.983345789194638
86 0.1029124231338501 10.554083733535952
89 0.1066199390888214 10.111276774289227
92 0.1099521427154541 9.706876590190125
95 0.08967794489860535 9.407244435773231
98 0.06888640642166138 9.118887707388536
101 0.0891070671081543 8.82647799777508
104 0.07346359515190125 8.57930202943807
107 0.07551752829551697 8.352731798666174
110 0.11476420307159424 8.177529332738114
113 0.07832866740226746 8.02138940082215
116 0.08858266568183899 7.786142205102475
119 0.12742915487289427 7.638664729046046
122 0.08030856633186341 7.497231741086658
125 0.07938079714775086 7.322414191487531
128 0.08201226735115051 7.210093387805646
131 0.0834443621635437 7.0662739168913085
134 0.08425832176208496 6.91249415805961
137 0.0894831395149231 6.853138608817935
140 0.08978183460235596 6.726536881770299
143 0.08916814184188843 6.590374640442415
146 0.09410468864440918 6.480755005931052
149 0.09405225038528442 6.435497130217715
152 0.09763256359100342 6.342142263785085
155 0.09628204464912414 6.230902723490065
158 0.0929826602935791 6.147978277534761
161 0.07380189967155457 6.092215513788673
164 0.07026057124137879 6.001933614441894
167 0.07144026398658752 5.916408064276535
170 0.07353531527519226 5.858136031019364
173 0.07413411378860474 5.790185630298839
176 0.07506105136871338 5.720474823944258
179 0.07620787191390992 5.654873827559325
182 0.07751072049140931 5.58975076495714
185 0.07818608593940735 5.530945436047637
188 0.07998551416397094 5.470698735748855
191 0.08081251525878906 5.4186222282204115
194 0.08210845136642456 5.363431925220811
197 0.08304540348052979 5.3006506141856
200 0.08412355732917785 5.261101941054275
203 0.08561295819282531 5.210658904843178
206 0.0864720573425293 5.161107272511803
209 0.08769596815109253 5.111860088797751
# total runtime: 4417.282542228699
