# sample_cap: 1000
# time_cap: 300 sec
# seed: 0
# axis_num, mean_time, error_scale
39 0.014943822145462035 17.847957847364302
41 0.027956220149993896 13.858466035576773
43 0.03003006649017334 12.311228614795482
45 0.0316114752292633 11.214926069052222
47 0.031030219554901123 10.367026956411255
49 0.03179641079902649 9.50692999597476
51 0.03832821273803711 9.114555172093123
53 0.025070581197738646 8.67803585029058
55 0.02251223611831665 8.206978354186031
57 0.023726468324661253 7.880753269988464
59 0.024048473596572875 7.425177112482099
61 0.024874718189239503 7.320703705757202
63 0.0264703528881073 6.994339411398879
65 0.029058676481246947 6.797960218082057
67 0.02691113781929016 6.628286515582643
69 0.027110833883285522 6.497848477654917
71 0.027738296031951905 6.275026571415445
73 0.027602209568023683 6.165044452420413
75 0.0279919171333313 6.022871859953386
77 0.028330273866653443 5.874242487664151
79 0.029346822023391724 5.7420506970738705
81 0.029733646631240843 5.6533015287113155
83 0.030587777137756348 5.521251824192343
85 0.03118230628967285 5.422008314995669
87 0.03157866740226745 5.304029992453069
89 0.03353940224647522 5.187909646350729
91 0.032771354913711546 5.164753747486814
93 0.03357254791259766 5.040404942878091
95 0.0345815691947937 4.994556156173678
97 0.03494698977470398 4.919907416471768
99 0.035792340517044066 4.854447591698894
101 0.03707449889183045 4.755215778803355
103 0.03720515203475952 4.70661609321521
105 0.05390285229682922 4.647614589798701
107 0.06612950730323791 4.598027315474427
109 0.06678520393371581 4.517399133729963
111 0.04462002396583557 4.471956529148995
113 0.04100006675720215 4.432843310021796
115 0.04144947600364685 4.3599347273794615
117 0.04124894428253174 4.313496760806668
119 0.04658222675323486 4.270716906415923
121 0.04446407008171081 4.226784140759095
123 0.043414970636367796 4.184127397256194
125 0.044106796503067015 4.141179006185578
127 0.07090691232681275 4.10402807189835
129 0.04579466915130615 4.057581637041456
131 0.052374828338623045 4.013383728777218
133 0.05105149865150452 3.985825585600681
135 0.08157642912864685 3.9379133803598516
137 0.06177323818206787 3.906339404120622
139 0.04773834538459778 3.8724933708623603
# total runtime: 1924.1460700035095
