# sample_cap: 1000
# time_cap: 300 sec
# seed: 0
# axis_num, mean_time, error_scale
99 0.15217255091667176 42.6836819343799
104 0.16332229781150817 29.808527289046268
109 0.1694771671295166 24.96606365493187
114 0.17605180668830872 22.00588887597344
119 0.1829046323299408 19.97450395596601
124 0.18867268085479735 18.717886909809124
129 0.1952724096775055 17.43949929310938
134 0.20146281933784485 16.427914921152766
139 0.207527991771698 15.750128294278168
144 0.21368274331092835 15.04446444459707
149 0.21932869648933412 14.464544754814048
154 0.22456020498275756 13.911609107951984
159 0.23147426533699036 13.464062746124984
164 0.23725941491127014 13.071868049762683
169 0.2445638065338135 12.637522775240647
174 0.2550695109367371 12.282438011913287
179 0.26289610266685487 12.004170266324477
184 0.2706743812561035 11.714236749679158
189 0.2691880316734314 11.398040791805979
194 0.2774027695655823 11.145653510582651
199 0.3031140113117719 10.909441267082938
204 0.29182931089401243 10.669453607469716
209 0.30092217905471175 10.495968857946576
214 0.3025023317144763 10.280501658883237
219 0.374397840674065 10.091393714540443
224 0.3450271954481629 9.950991757605973
229 0.30115170990571816 9.750184426218917
