# sample_cap: 1000
# time_cap: 300 sec
# seed: 0
# axis_num, mean_time, error_scale
79 0.0763982961177826 32.915821327238106
83 0.08456030750274658 25.29892352776135
87 0.08815376996994019 21.42768640626877
91 0.09091555976867675 18.904259457697215
95 0.09380437469482422 17.052919403049987
99 0.09703487253189087 15.915784154167833
103 0.10017193293571472 14.86605070788666
107 0.10351882696151733 14.057544443667544
111 0.10660763621330262 13.477401835485033
115 0.1094260950088501 12.872929403444104
119 0.1127246127128601 12.322098858242338
123 0.11560954952239991 11.927213106102789
127 0.11916115307807923 11.49337497221118
131 0.12210025978088379 11.154726801512044
135 0.12585261273384094 10.825334441913439
139 0.1287546479701996 10.522868613047935
143 0.13169954752922058 10.232428081324583
147 0.13540406918525696 10.001195464397963
151 0.13834013986587523 9.73181544783361
155 0.14147486519813537 9.540868433379828
159 0.14535735392570495 9.330296525299788
163 0.14815159010887147 9.13969163865623
167 0.15100465106964112 8.968340650551577
171 0.15401349258422853 8.7985339169882
175 0.15915189099311827 8.644557215224106
179 0.16196943259239197 8.511455026378233
183 0.1769986996650696 8.323024338313404
187 0.17052360510826112 8.201120503301436
191 0.17883765149116515 8.089321151315593
195 0.17851078152656555 7.9487809270027
199 0.17849736976623534 7.840923028242044
203 0.1818935673236847 7.741029377804256
207 0.1849056489467621 7.6480919507874
211 0.20358360886573793 7.529515783610281
215 0.1962681863307953 7.418157985884085
219 0.1950317862033844 7.320013232725425
223 0.20192852330207825 7.235175102011472
227 0.20057217621803283 7.150848773303534
231 0.20400999402999878 7.048588614185374
235 0.21204595518112182 6.981266359815115
239 0.30567796774163025 6.915479814589811
243 0.199198894739151 6.820647982289788
247 0.193340975522995 6.745921507626296
251 0.18735003280639648 6.6840830722597815
255 0.17780919408798218 6.587029178067598
259 0.18106204915046692 6.554706305158642
263 0.17970729565620422 6.482126661557979
267 0.18282067728042603 6.405035591825681
271 0.18737471270561218 6.36226725966205
275 0.19543404817581178 6.293723560531894
279 0.19209936785697937 6.237179237591427
# total runtime: 7981.815407276154
