# sample_cap: 1000
# time_cap: 300 sec
# seed: 0
# axis_num, mean_time, error_scale
119 0.2738399431705475 50.919656492072974
125 0.2885724313259125 34.5806119555156
131 0.30196961070929973 28.28014776280489
137 0.3123786255918854 24.879948846701737
143 0.3223293659894474 22.835067892662174
149 0.3337533344018446 21.171729742691042
155 0.3447244999466205 19.747123077003344
161 0.35553459025107287 18.771424997993474
167 0.36610310746402275 17.840397101127575
173 0.3773144624341073 17.080607593290164
179 0.39710754976070745 16.387934568068204
185 0.40656536672173477 15.758762657703436
191 0.4307996344190075 15.272386498637607
197 0.42010956677523525 14.787477430757024
203 0.43623746377091077 14.33772348028168
209 0.45021787004313546 13.955979397750681
215 0.4805641227722168 13.573210847278697
221 0.4663702238420522 13.252750548017824
227 0.47494941761222065 12.912187677761189
